TIENDA_ID,PLAZA_CVE,NIVELSOCIOECONOMICO_DES,ENTORNO_DES,MTS2VENTAS_NUM,PUERTASREFRIG_NUM,CAJONESESTACIONAMIENTO_NUM,LATITUD_NUM,LONGITUD_NUM,SEGMENTO_MAESTRO_DESC,LID_UBICACION_TIENDA,DATASET,MES_ID,VENTA_TOTAL,escuelas,supermercados,restaurantes,comida_rapida,Meta_venta
681,1,C,Hogar,128.13,13.0,9.0,25.73571,-100.18086,Hogar Reunión,UT_DENSIDAD,TRAIN,202312,993308.25,0,0,0,0,490000
681,1,C,Hogar,128.13,13.0,9.0,25.73571,-100.18086,Hogar Reunión,UT_DENSIDAD,TRAIN,202404,997689.59,0,0,0,0,490000
681,1,C,Hogar,128.13,13.0,9.0,25.73571,-100.18086,Hogar Reunión,UT_DENSIDAD,TRAIN,202304,779531.91,0,0,0,0,490000
681,1,C,Hogar,128.13,13.0,9.0,25.73571,-100.18086,Hogar Reunión,UT_DENSIDAD,TRAIN,202309,975612.62,0,0,0,0,490000
117,1,C,Base,87.62,11.0,11.0,25.71883,-100.19133,Hogar Reunión,UT_DENSIDAD,TRAIN,202405,616161.15,0,1,2,2,480000
117,1,C,Base,87.62,11.0,11.0,25.71883,-100.19133,Hogar Reunión,UT_DENSIDAD,TRAIN,202311,335064.11,0,1,2,2,480000
117,1,C,Base,87.62,11.0,11.0,25.71883,-100.19133,Hogar Reunión,UT_DENSIDAD,TRAIN,202412,240896.39,0,1,2,2,480000
117,1,C,Base,87.62,11.0,11.0,25.71883,-100.19133,Hogar Reunión,UT_DENSIDAD,TRAIN,202403,586532.56,0,1,2,2,480000
117,1,C,Base,87.62,11.0,11.0,25.71883,-100.19133,Hogar Reunión,UT_DENSIDAD,TRAIN,202312,463198.56,0,1,2,2,480000
117,1,C,Base,87.62,11.0,11.0,25.71883,-100.19133,Hogar Reunión,UT_DENSIDAD,TRAIN,202402,469861.97,0,1,2,2,480000
117,1,C,Base,87.62,11.0,11.0,25.71883,-100.19133,Hogar Reunión,UT_DENSIDAD,TRAIN,202307,401300.5,0,1,2,2,480000
117,1,C,Base,87.62,11.0,11.0,25.71883,-100.19133,Hogar Reunión,UT_DENSIDAD,TRAIN,202401,464234.58,0,1,2,2,480000
117,1,C,Base,87.62,11.0,11.0,25.71883,-100.19133,Hogar Reunión,UT_DENSIDAD,TRAIN,202411,636046.93,0,1,2,2,480000
117,1,C,Base,87.62,11.0,11.0,25.71883,-100.19133,Hogar Reunión,UT_DENSIDAD,TRAIN,202406,679071.26,0,1,2,2,480000
117,1,C,Base,87.62,11.0,11.0,25.71883,-100.19133,Hogar Reunión,UT_DENSIDAD,TRAIN,202301,432118.34,0,1,2,2,480000
117,1,C,Base,87.62,11.0,11.0,25.71883,-100.19133,Hogar Reunión,UT_DENSIDAD,TRAIN,202304,530542.76,0,1,2,2,480000
117,1,C,Base,87.62,11.0,11.0,25.71883,-100.19133,Hogar Reunión,UT_DENSIDAD,TRAIN,202309,491511.96,0,1,2,2,480000
117,1,C,Base,87.62,11.0,11.0,25.71883,-100.19133,Hogar Reunión,UT_DENSIDAD,TRAIN,202306,108187.68,0,1,2,2,480000
117,1,C,Base,87.62,11.0,11.0,25.71883,-100.19133,Hogar Reunión,UT_DENSIDAD,TRAIN,202404,534094.27,0,1,2,2,480000
117,1,C,Base,87.62,11.0,11.0,25.71883,-100.19133,Hogar Reunión,UT_DENSIDAD,TRAIN,202302,481266.44,0,1,2,2,480000
117,1,C,Base,87.62,11.0,11.0,25.71883,-100.19133,Hogar Reunión,UT_DENSIDAD,TRAIN,202407,663702.23,0,1,2,2,480000
117,1,C,Base,87.62,11.0,11.0,25.71883,-100.19133,Hogar Reunión,UT_DENSIDAD,TRAIN,202305,39231.98,0,1,2,2,480000
117,1,C,Base,87.62,11.0,11.0,25.71883,-100.19133,Hogar Reunión,UT_DENSIDAD,TRAIN,202303,549538.79,0,1,2,2,480000
117,1,C,Base,87.62,11.0,11.0,25.71883,-100.19133,Hogar Reunión,UT_DENSIDAD,TRAIN,202308,498811.46,0,1,2,2,480000
117,1,C,Base,87.62,11.0,11.0,25.71883,-100.19133,Hogar Reunión,UT_DENSIDAD,TRAIN,202310,321829.66,0,1,2,2,480000
682,1,C,Hogar,90.7,13.0,9.0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,202405,1184104.71,0,0,0,0,490000
682,1,C,Hogar,90.7,13.0,9.0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,202401,856786.03,0,0,0,0,490000
682,1,C,Hogar,90.7,13.0,9.0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,202404,969621.38,0,0,0,0,490000
682,1,C,Hogar,90.7,13.0,9.0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,202406,1020410.99,0,0,0,0,490000
682,1,C,Hogar,90.7,13.0,9.0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,202304,897538.33,0,0,0,0,490000
682,1,C,Hogar,90.7,13.0,9.0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,202312,930468.14,0,0,0,0,490000
682,1,C,Hogar,90.7,13.0,9.0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,202411,1009181.77,0,0,0,0,490000
682,1,C,Hogar,90.7,13.0,9.0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,202412,492032.74,0,0,0,0,490000
682,1,C,Hogar,90.7,13.0,9.0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,202311,861331.91,0,0,0,0,490000
682,1,C,Hogar,90.7,13.0,9.0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,202407,1078114.96,0,0,0,0,490000
682,1,C,Hogar,90.7,13.0,9.0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,202307,1091986.25,0,0,0,0,490000
682,1,C,Hogar,90.7,13.0,9.0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,202402,886548.71,0,0,0,0,490000
682,1,C,Hogar,90.7,13.0,9.0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,202308,1074914.72,0,0,0,0,490000
682,1,C,Hogar,90.7,13.0,9.0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,202301,774231.42,0,0,0,0,490000
682,1,C,Hogar,90.7,13.0,9.0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,202403,987035.02,0,0,0,0,490000
682,1,C,Hogar,90.7,13.0,9.0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,202309,1164776.09,0,0,0,0,490000
682,1,C,Hogar,90.7,13.0,9.0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,202303,892973.12,0,0,0,0,490000
682,1,C,Hogar,90.7,13.0,9.0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,202305,947389.7,0,0,0,0,490000
682,1,C,Hogar,90.7,13.0,9.0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,202306,1052899.69,0,0,0,0,490000
682,1,C,Hogar,90.7,13.0,9.0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,202310,945641.65,0,0,0,0,490000
682,1,C,Hogar,90.7,13.0,9.0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,202302,744811.72,0,0,0,0,490000
275,1,C,Hogar,95.3,13.0,6.0,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,202402,426048.33,1,0,0,0,490000
275,1,C,Hogar,95.3,13.0,6.0,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,202306,1418670.59,1,0,0,0,490000
275,1,C,Hogar,95.3,13.0,6.0,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,202403,787495.57,1,0,0,0,490000
275,1,C,Hogar,95.3,13.0,6.0,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,202301,1156174.76,1,0,0,0,490000
275,1,C,Hogar,95.3,13.0,6.0,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,202307,1493230.59,1,0,0,0,490000
275,1,C,Hogar,95.3,13.0,6.0,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,202412,121380.24,1,0,0,0,490000
275,1,C,Hogar,95.3,13.0,6.0,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,202407,854536.6,1,0,0,0,490000
275,1,C,Hogar,95.3,13.0,6.0,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,202303,1156087.06,1,0,0,0,490000
275,1,C,Hogar,95.3,13.0,6.0,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,202311,372434.93,1,0,0,0,490000
275,1,C,Hogar,95.3,13.0,6.0,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,202404,815608.0,1,0,0,0,490000
275,1,C,Hogar,95.3,13.0,6.0,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,202405,864583.47,1,0,0,0,490000
275,1,C,Hogar,95.3,13.0,6.0,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,202406,750539.15,1,0,0,0,490000
275,1,C,Hogar,95.3,13.0,6.0,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,202308,1321291.8,1,0,0,0,490000
275,1,C,Hogar,95.3,13.0,6.0,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,202411,294103.63,1,0,0,0,490000
275,1,C,Hogar,95.3,13.0,6.0,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,202305,1235743.96,1,0,0,0,490000
275,1,C,Hogar,95.3,13.0,6.0,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,202310,488276.53,1,0,0,0,490000
275,1,C,Hogar,95.3,13.0,6.0,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,202401,323220.52,1,0,0,0,490000
275,1,C,Hogar,95.3,13.0,6.0,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,202309,1519884.56,1,0,0,0,490000
275,1,C,Hogar,95.3,13.0,6.0,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,202302,1058391.22,1,0,0,0,490000
275,1,C,Hogar,95.3,13.0,6.0,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,202304,1150757.07,1,0,0,0,490000
275,1,C,Hogar,95.3,13.0,6.0,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,202312,439180.36,1,0,0,0,490000
684,1,C,Base,116.07,13.0,9.0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,202304,438380.52,0,0,0,0,480000
684,1,C,Base,116.07,13.0,9.0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,202412,182077.04,0,0,0,0,480000
684,1,C,Base,116.07,13.0,9.0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,202402,337475.28,0,0,0,0,480000
684,1,C,Base,116.07,13.0,9.0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,202301,354649.93,0,0,0,0,480000
684,1,C,Base,116.07,13.0,9.0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,202401,229911.51,0,0,0,0,480000
684,1,C,Base,116.07,13.0,9.0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,202311,408456.12,0,0,0,0,480000
684,1,C,Base,116.07,13.0,9.0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,202312,432625.69,0,0,0,0,480000
684,1,C,Base,116.07,13.0,9.0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,202404,421974.11,0,0,0,0,480000
684,1,C,Base,116.07,13.0,9.0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,202302,364702.19,0,0,0,0,480000
684,1,C,Base,116.07,13.0,9.0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,202305,435677.01,0,0,0,0,480000
684,1,C,Base,116.07,13.0,9.0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,202405,493956.93,0,0,0,0,480000
684,1,C,Base,116.07,13.0,9.0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,202407,452462.97,0,0,0,0,480000
684,1,C,Base,116.07,13.0,9.0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,202308,502092.16,0,0,0,0,480000
684,1,C,Base,116.07,13.0,9.0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,202309,537798.68,0,0,0,0,480000
684,1,C,Base,116.07,13.0,9.0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,202411,360957.83,0,0,0,0,480000
684,1,C,Base,116.07,13.0,9.0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,202406,415231.45,0,0,0,0,480000
684,1,C,Base,116.07,13.0,9.0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,202310,423456.91,0,0,0,0,480000
684,1,C,Base,116.07,13.0,9.0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,202306,503525.22,0,0,0,0,480000
684,1,C,Base,116.07,13.0,9.0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,202403,410822.24,0,0,0,0,480000
684,1,C,Base,116.07,13.0,9.0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,202303,403508.92,0,0,0,0,480000
684,1,C,Base,116.07,13.0,9.0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,202307,495530.01,0,0,0,0,480000
694,1,C,Receso,78.48,13.0,10.0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,202405,1420999.22,0,0,1,1,516000
694,1,C,Receso,78.48,13.0,10.0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,202304,1231169.28,0,0,1,1,516000
694,1,C,Receso,78.48,13.0,10.0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,202309,1374679.01,0,0,1,1,516000
694,1,C,Receso,78.48,13.0,10.0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,202312,1201845.15,0,0,1,1,516000
694,1,C,Receso,78.48,13.0,10.0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,202401,1206394.45,0,0,1,1,516000
694,1,C,Receso,78.48,13.0,10.0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,202307,1397286.44,0,0,1,1,516000
694,1,C,Receso,78.48,13.0,10.0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,202404,1269771.19,0,0,1,1,516000
694,1,C,Receso,78.48,13.0,10.0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,202403,1289818.36,0,0,1,1,516000
694,1,C,Receso,78.48,13.0,10.0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,202311,1087836.89,0,0,1,1,516000
694,1,C,Receso,78.48,13.0,10.0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,202305,1417642.47,0,0,1,1,516000
694,1,C,Receso,78.48,13.0,10.0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,202412,551264.93,0,0,1,1,516000
694,1,C,Receso,78.48,13.0,10.0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,202407,1245261.83,0,0,1,1,516000
694,1,C,Receso,78.48,13.0,10.0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,202306,1520226.11,0,0,1,1,516000
694,1,C,Receso,78.48,13.0,10.0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,202302,1203018.62,0,0,1,1,516000
694,1,C,Receso,78.48,13.0,10.0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,202308,1268040.69,0,0,1,1,516000
694,1,C,Receso,78.48,13.0,10.0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,202303,1350013.31,0,0,1,1,516000
694,1,C,Receso,78.48,13.0,10.0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,202310,1155453.47,0,0,1,1,516000
694,1,C,Receso,78.48,13.0,10.0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,202411,1144231.78,0,0,1,1,516000
694,1,C,Receso,78.48,13.0,10.0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,202406,1171690.36,0,0,1,1,516000
694,1,C,Receso,78.48,13.0,10.0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,202402,1116033.83,0,0,1,1,516000
694,1,C,Receso,78.48,13.0,10.0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,202301,1191326.76,0,0,1,1,516000
272,1,C,Hogar,100.58,12.0,7.0,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,202405,1859575.82,0,0,0,0,490000
272,1,C,Hogar,100.58,12.0,7.0,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,202304,1482853.6,0,0,0,0,490000
272,1,C,Hogar,100.58,12.0,7.0,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,202301,1299028.43,0,0,0,0,490000
272,1,C,Hogar,100.58,12.0,7.0,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,202312,1660871.16,0,0,0,0,490000
272,1,C,Hogar,100.58,12.0,7.0,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,202411,1304442.17,0,0,0,0,490000
272,1,C,Hogar,100.58,12.0,7.0,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,202406,1598171.94,0,0,0,0,490000
272,1,C,Hogar,100.58,12.0,7.0,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,202407,1563757.18,0,0,0,0,490000
272,1,C,Hogar,100.58,12.0,7.0,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,202308,1720858.81,0,0,0,0,490000
272,1,C,Hogar,100.58,12.0,7.0,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,202404,1631819.4,0,0,0,0,490000
272,1,C,Hogar,100.58,12.0,7.0,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,202303,1430285.02,0,0,0,0,490000
272,1,C,Hogar,100.58,12.0,7.0,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,202305,1571214.27,0,0,0,0,490000
272,1,C,Hogar,100.58,12.0,7.0,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,202310,1612856.47,0,0,0,0,490000
272,1,C,Hogar,100.58,12.0,7.0,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,202412,585550.61,0,0,0,0,490000
272,1,C,Hogar,100.58,12.0,7.0,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,202403,1684284.57,0,0,0,0,490000
272,1,C,Hogar,100.58,12.0,7.0,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,202306,1647104.96,0,0,0,0,490000
272,1,C,Hogar,100.58,12.0,7.0,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,202401,1523288.26,0,0,0,0,490000
272,1,C,Hogar,100.58,12.0,7.0,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,202311,1452685.79,0,0,0,0,490000
272,1,C,Hogar,100.58,12.0,7.0,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,202309,1917060.92,0,0,0,0,490000
272,1,C,Hogar,100.58,12.0,7.0,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,202402,1460754.27,0,0,0,0,490000
272,1,C,Hogar,100.58,12.0,7.0,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,202302,1251217.15,0,0,0,0,490000
272,1,C,Hogar,100.58,12.0,7.0,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,202307,1627122.72,0,0,0,0,490000
702,1,C,Hogar,73.24,13.0,9.0,25.67344,-100.26084,Hogar Reunión,UT_DENSIDAD,TRAIN,202405,1175130.66,0,0,0,0,490000
702,1,C,Hogar,73.24,13.0,9.0,25.67344,-100.26084,Hogar Reunión,UT_DENSIDAD,TRAIN,202311,849436.9,0,0,0,0,490000
702,1,C,Hogar,73.24,13.0,9.0,25.67344,-100.26084,Hogar Reunión,UT_DENSIDAD,TRAIN,202406,1052221.55,0,0,0,0,490000
